filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
genrenew30\bollypop\bp51.mp3.2.wav,0.30509108,0.08512335,0.14293653,0.004872088,1804.819612,363892.9257,2247.272191,179591.9538,4042.279147,2741501.232,0.070646785,0.001127628,6.85E-05,0.017507518,1.72E-05,0.002494247,143.5546875,-125.382706,1115.1575,115.58998,684.33124,7.2481184,346.57553,33.01155,105.81704,8.325451,181.19907,12.032827,105.72872,-9.989408,187.9254,12.488939,130.38696,-4.793911,91.07043,-8.646855,94.85332,2.8349562,98.404884,2.1688087,47.083046,-1.6845597,60.990135,3.1779556,54.091953,0.66494584,48.742977,-1.6055578,41.158077,-2.8082664,54.05365,-2.9818957,46.44721,1.0126168,68.774025,-10.722192,63.091526,bollypop
genrenew30\bollypop\bp51.mp3.3.wav,0.28163636,0.088992015,0.16411228,0.004483139,1524.071413,157592.9238,2169.956764,151954.6978,3406.966834,1752670.342,0.053260216,0.000452664,1.06E-05,0.02149778,0.000187285,0.003109991,95.703125,-138.44626,2023.1072,125.346214,419.61227,20.415337,401.78418,28.87996,317.90732,4.5057745,399.38962,8.445246,54.253365,-2.4300919,157.18939,15.472455,166.84038,-7.110345,88.77797,-6.3508697,124.87752,4.6386404,104.05758,0.5640834,69.72326,0.17516245,47.31691,-0.05090238,71.78839,1.3682042,103.89229,1.8956403,41.00649,-5.3892703,41.31766,4.4710007,35.695934,2.7435796,49.53086,-4.6650977,63.080303,bollypop
genrenew30\bollypop\bp51.mp3.4.wav,0.314571,0.08027576,0.22126633,0.008682463,1764.451038,154527.2368,2243.278411,130522.777,3943.640512,1485383.089,0.06863732,0.000295386,8.62E-06,0.04173006,-0.000355311,0.004106606,95.703125,-69.49927,2548.9055,115.593025,269.76392,-0.077344686,180.62915,25.862581,158.23492,4.580446,87.279495,14.389744,30.467693,3.405675,43.57802,11.673051,48.00503,1.289486,48.286003,2.8002405,46.041992,2.623579,88.01658,-2.9755464,81.97322,-1.2691199,37.858067,5.6226616,35.164738,0.6274231,61.10809,-3.0135756,29.701334,-9.82919,52.171455,0.84654164,32.006138,-5.429576,80.24969,-5.0028744,28.766966,bollypop
genrenew30\bollypop\bp51.mp3.5.wav,0.3115899,0.086379215,0.20844471,0.005005206,1901.3857,267972.6278,2274.904134,151421.353,4210.817871,1818665.834,0.07273137,0.000721759,-1.09E-05,0.036889024,0.000496749,0.003007723,95.703125,-66.076546,1131.1198,109.48489,403.5102,-3.0177422,139.81116,22.021631,125.640144,-3.760489,114.08941,12.117189,58.63833,3.8492858,60.608376,6.8201466,58.724976,-3.5067701,56.68095,-1.2147367,33.407047,-1.4379706,113.33186,-1.7303915,39.650467,-3.1424396,38.012833,3.4894052,32.841988,-3.4660814,59.190876,-5.6239023,57.506844,-11.986882,31.70335,0.8378349,55.397274,-5.5697193,105.60459,-6.5219765,53.028965,bollypop
genrenew30\bollypop\bp51.mp3.6.wav,0.26103973,0.08399972,0.2651616,0.003811173,1868.54553,150675.428,2208.107039,94988.95462,4049.484488,872616.1686,0.080021785,0.000396012,0.000137438,0.05478564,0.000769965,0.005933533,95.703125,-42.238754,842.68823,108.82105,247.97464,-6.6291623,134.53795,27.868935,102.87841,-1.489385,91.05054,14.738896,57.93936,-0.16035016,64.938416,7.6701827,65.50445,2.9057693,95.30386,7.7111197,51.5586,8.412784,94.26574,3.9331126,59.585308,0.53371406,44.113678,-0.19348744,44.902798,-4.8063655,38.474716,-6.2698708,80.47447,-12.627641,26.582798,1.6626878,29.04242,-7.662894,44.671936,-4.3594837,109.716995,bollypop
genrenew30\bollypop\bp51.mp3.7.wav,0.28966638,0.09069587,0.24636102,0.004288976,1817.594106,137606.8462,2161.985622,69460.03211,3802.763672,1079361.227,0.080833083,0.000811625,-6.63E-05,0.052150622,0.000248314,0.003756965,143.5546875,-53.62274,3932.3591,113.97897,244.97543,-6.4628725,186.29369,13.720423,46.044434,-7.005049,56.7631,15.762507,39.330536,1.1550078,56.91489,14.162889,49.53841,-7.482668,29.420225,1.7046517,50.886547,1.761418,39.51474,-6.0651197,37.590557,-5.2630897,14.324274,-6.291361,21.337364,-1.4338268,36.476974,1.8283575,53.070263,-13.035522,29.480856,-2.3105054,27.252382,-11.183583,38.63437,-8.991512,42.457626,bollypop
genrenew30\bollypop\bp51.mp3.8.wav,0.2758541,0.08885272,0.25188482,0.006097339,2160.006664,382887.0435,2297.040601,105983.8563,4520.399076,1507596.652,0.104567308,0.002708899,3.31E-05,0.04891847,0.000259056,0.008029177,107.6660156,-54.509464,3388.8289,96.217415,597.9315,-6.5410767,398.36905,15.387434,151.71143,-17.724155,444.22693,12.496244,54.885216,5.415858,77.081505,14.754724,103.931984,-8.738584,167.78383,6.9296865,88.525215,5.492039,161.08458,-3.7628074,109.78998,3.3346312,62.61379,-1.0680234,60.92985,-1.8673708,80.135925,0.9057236,41.636353,-11.211653,48.39967,-0.14430495,162.67897,-8.829316,71.02513,-4.5378804,73.71926,bollypop
genrenew30\bollypop\bp51.mp3.9.wav,0.28609553,0.08474387,0.2678682,0.002606707,2059.158144,114055.8734,2377.866985,59966.32195,4508.555814,753244.5968,0.0874061,0.00058273,5.15E-05,0.05173835,0.000153116,0.008622707,143.5546875,-27.72103,711.53326,104.045,223.09564,-0.7496993,81.99405,13.161687,45.50952,-6.1055427,143.28091,8.447481,45.160088,2.781241,255.63005,10.586784,50.780975,-4.677828,65.22288,2.9012983,158.43863,-6.8247123,39.412373,-4.628431,19.695097,-4.534445,30.309435,-6.198796,46.6987,1.1600415,41.49151,4.666127,34.671936,-10.292355,34.64924,8.064041,31.762293,-10.860072,85.102615,-7.5721292,91.965775,bollypop
genrenew30\bollypop\bp52.mp3.0.wav,0.34620306,0.09162226,0.12149377,0.00243421,1683.812566,138005.429,2257.185835,147002.3372,3920.533729,1669387.827,0.057207782,0.000321773,-2.77E-05,0.014724035,-0.000111191,0.000688648,143.5546875,-147.87886,1789.4171,122.34156,409.5102,12.824519,198.6379,13.345899,107.30577,-11.001485,119.513374,8.986865,33.6055,2.461308,58.147434,6.1608124,65.92778,-11.511625,35.628998,0.9009909,36.466934,8.175765,141.1047,-11.760258,48.502007,-3.8872073,24.647276,2.6372845,51.74097,-14.881051,59.58638,6.705553,80.259415,-10.061746,64.054794,-3.233309,53.376564,-11.135297,60.142838,-5.019766,55.891262,bollypop
genrenew30\bollypop\bp52.mp3.1.wav,0.38428837,0.08026154,0.11933831,0.004127114,1673.098669,593863.9676,2235.728715,378116.4928,3716.713679,4258324.243,0.052602915,0.000962227,-8.29E-05,0.011533388,0.000562173,0.002906551,143.5546875,-162.29344,4535.322,122.39597,890.665,14.015296,521.7153,16.85846,256.14807,8.844344,209.46944,12.661995,85.117485,2.4231024,84.93512,14.109259,81.37215,-4.453735,91.59883,2.559899,78.84997,2.3723774,65.98965,-6.3145776,53.760345,-3.0675204,63.417797,7.0252786,70.202835,-2.2999403,34.169235,3.9610271,49.43563,-2.5355482,69.95787,1.4821758,33.577118,-3.9159784,34.782394,-1.0899767,60.06491,bollypop
genrenew30\bollypop\bp52.mp3.2.wav,0.22288032,0.08777057,0.20083052,0.003343735,2142.417376,281729.7721,2397.966486,157341.9107,4933.339656,1584803.788,0.085498047,0.000479969,5.71E-05,0.035204407,-0.000244156,0.002381495,143.5546875,-92.265366,911.23254,96.90224,382.1138,5.69438,329.2868,31.959063,185.23822,-6.321662,150.50996,11.265753,89.21762,-14.488033,168.239,5.682529,85.72616,-12.89888,158.1485,-0.7886235,139.52708,3.4060678,71.71684,-6.4112363,79.186554,2.3941898,120.7961,1.2676209,114.63044,-12.080229,77.80365,-9.782928,134.0592,-10.766096,98.75102,-4.415238,59.669914,3.393714,70.556595,-0.43336064,87.27749,bollypop
genrenew30\bollypop\bp52.mp3.3.wav,0.28286254,0.08897948,0.15279812,0.003138498,1896.036413,221796.2717,2278.463451,143012.0176,4377.203275,1693522.86,0.078233924,0.000642117,-4.43E-05,0.019869113,-0.000304131,0.001780288,143.5546875,-115.14778,1227.2023,113.53875,358.35318,7.4457355,315.2815,14.199711,127.16333,-17.960144,125.00894,11.2669115,52.721237,-5.6193767,93.95151,6.2477,80.9386,-19.002352,136.82652,7.197836,50.68974,6.2747426,71.665306,-13.102488,68.928,3.8400683,75.725044,-1.4692874,39.021416,-17.043205,89.66492,1.3897574,73.465,-9.715488,42.279285,-8.903989,24.22172,-3.3692427,38.839264,-0.16383192,36.343845,bollypop
genrenew30\bollypop\bp52.mp3.4.wav,0.3254745,0.08966203,0.09883805,0.001469728,1541.540837,236453.4353,2112.65213,262802.7582,3498.068848,2437077.865,0.045492788,0.000440932,-1.41E-05,0.009675853,-2.57E-05,0.000470102,143.5546875,-180.92873,1058.668,125.858444,582.52045,5.983629,259.03125,19.949928,196.40428,-2.3247705,78.37909,11.440385,55.263035,2.8058896,35.79765,16.68479,37.292057,-2.4424837,39.86906,0.18140693,26.100357,-3.1312833,41.7417,-11.318561,40.893486,-7.2946496,22.61852,-1.0031226,33.408028,-11.519747,48.91205,-8.941257,24.853342,-10.5713415,33.12426,-8.675273,68.886734,-7.69141,67.559944,5.801869,27.226265,bollypop
genrenew30\bollypop\bp52.mp3.5.wav,0.21464308,0.08357534,0.22068435,0.003914807,1873.037265,273105.6534,2198.134196,158936.4756,4134.20936,1924866.361,0.077216046,0.001017559,-4.83E-06,0.040227227,-0.000104264,0.003507466,143.5546875,-88.8987,2237.368,109.35323,411.13516,0.02263653,265.32452,26.788242,176.44862,-4.4775453,136.24886,12.976471,99.47644,-4.150156,100.91314,11.417285,93.601036,-10.511793,126.33681,1.9128761,52.785767,10.315243,123.87163,-3.3801832,71.942635,3.7726333,78.440094,-2.549879,39.296925,-8.141471,58.305595,-5.977555,58.787884,-13.271486,43.45963,-3.398849,75.12685,-2.3454514,94.54782,3.8394132,121.644844,bollypop
genrenew30\bollypop\bp52.mp3.6.wav,0.28447148,0.08708298,0.23195331,0.002636044,1919.915698,137255.5453,2240.077732,80752.94587,4176.696026,934600.3165,0.08296274,0.000549219,9.17E-05,0.042505544,-0.000418516,0.004410719,143.5546875,-62.20356,813.15625,105.68017,335.53687,0.088136934,244.51947,28.27313,228.47243,-0.7285046,105.56055,9.990217,62.0818,-6.995468,112.40828,6.0248647,73.30333,-1.4408513,143.89917,1.9193817,49.055027,9.200519,72.12794,-3.1404371,57.052612,-0.4935571,37.236267,1.5725112,49.975826,-5.127185,49.118256,-3.126069,102.35302,-13.574951,66.06301,-2.4324265,28.579588,0.19794734,52.76486,-4.2756114,91.847984,bollypop
genrenew30\bollypop\bp52.mp3.7.wav,0.40628803,0.07349058,0.10509664,0.001249309,1823.013687,129361.0531,2326.327634,98807.66481,4033.500225,1263416.291,0.071920072,0.000591815,6.52E-06,0.008154844,-2.75E-05,0.001447843,143.5546875,-120.65459,802.7272,116.7108,221.61034,6.9191494,156.39326,19.628862,69.50219,2.5645516,122.55809,3.6665308,59.032684,-0.16701882,57.309174,10.871524,28.24743,-2.8815205,42.828224,4.023431,59.665638,-1.3039075,69.79266,-5.299571,46.839394,-4.519874,32.54089,3.6905062,24.908129,-3.0451777,25.863214,7.8962016,22.275864,2.063645,27.307932,1.0631293,27.454187,-10.031691,20.638449,-2.5997813,26.128407,bollypop
genrenew30\bollypop\bp52.mp3.8.wav,0.33678108,0.09008707,0.17101179,0.003875437,1688.465417,157152.2239,2219.498504,110757.2065,3763.506986,1319608.679,0.061309345,0.000362294,4.64E-06,0.020945916,-0.000272659,0.004581866,143.5546875,-100.25805,2045.6205,119.58348,324.2345,8.131614,205.22916,23.069988,102.35554,-1.2450726,222.70511,7.7157855,42.152843,2.0652888,75.264046,14.796003,56.667202,-0.2258431,88.64478,4.4981117,67.014404,3.0935345,72.55293,-2.5932763,53.448193,-1.460779,78.44584,1.4457158,45.82238,-3.5391433,34.377354,3.7019606,37.994247,-2.6021204,94.317085,0.46207967,47.328045,-5.0234375,35.313477,-1.7342513,70.64196,bollypop
genrenew30\bollypop\bp52.mp3.9.wav,0.25968948,0.088270396,0.20511763,0.004395868,1986.50487,291898.189,2261.162156,179818.3642,4155.328463,2005506.044,0.08681265,0.000453775,-7.76E-05,0.032000892,-0.00023677,0.005238611,143.5546875,-73.042366,955.34735,108.06735,339.68167,-5.9643335,250.23041,20.106682,176.78996,-2.2972019,225.87549,3.5955791,60.05888,-13.123232,117.366905,6.825203,59.440586,-5.4557343,119.60545,-0.40764558,74.7593,5.9161716,79.37319,-9.432724,116.40688,-1.0166879,42.44245,3.1263192,47.49616,-2.7748628,58.435253,-3.9355803,39.48806,-11.027015,62.426743,-4.4160495,40.262657,-3.0442731,53.004543,-1.964721,75.99501,bollypop
genrenew30\bollypop\bp53.mp3.0.wav,0.2138641,0.08337594,0.27925563,0.002598339,1942.149309,85223.15372,2224.231091,68189.27733,4168.579665,703242.9046,0.087567608,0.000300252,-3.15E-05,0.06349999,-0.000700994,0.005202784,95.703125,-35.108273,772.4162,108.97351,167.16872,-7.4737644,141.20532,20.14633,111.79969,-10.965326,54.10522,15.616038,38.963055,0.38035613,47.801083,18.78742,100.14496,-8.44279,51.813583,13.359544,50.967896,4.6181397,78.25703,-4.390237,57.198498,-0.8680073,23.469715,-2.9413803,22.723932,-1.4595737,86.75805,2.0510023,86.228905,-4.0712442,33.397182,0.9650712,48.44701,-6.729173,50.352028,-10.463753,65.34065,bollypop
genrenew30\bollypop\bp53.mp3.1.wav,0.2535707,0.08699433,0.22927003,0.005881298,2170.683536,303660.2508,2274.279051,101669.093,4640.819373,1395003.468,0.09784405,0.001656541,1.30E-05,0.042325124,6.67E-05,0.006789961,107.6660156,-59.0689,2795.431,97.99564,491.50082,-13.624162,248.1381,7.423505,185.80032,-20.60043,282.8319,12.289185,71.573784,-0.70360166,85.54472,13.539642,122.517914,-10.486405,108.62345,7.734694,77.55162,7.2639985,110.16577,-10.468502,38.04794,-3.4403925,55.46731,-2.010784,97.774506,-3.512704,78.48069,2.7575028,39.47385,-11.381485,49.32786,-1.0375713,49.99667,-8.289758,60.08368,-5.4856234,116.356995,bollypop
genrenew30\bollypop\bp53.mp3.2.wav,0.2790087,0.07828659,0.28128862,0.001649668,2030.224595,66958.08297,2314.511916,49185.07475,4415.466121,542574.2299,0.09302509,0.000184207,9.67E-05,0.06092342,0.000191032,0.006751359,143.5546875,-15.17717,486.38058,106.33064,143.05016,-3.28551,86.06174,11.763798,68.68659,-14.139976,58.533676,10.885903,30.375301,5.312474,61.248714,13.35966,35.70669,-6.0011888,52.126953,10.227461,65.28519,1.0521754,28.343426,1.6895163,26.875065,-2.3446083,14.984648,-7.171103,30.948553,-0.13437048,47.05199,2.0566466,20.971828,-11.366422,36.33411,8.602293,31.19275,-12.587177,36.77474,-3.3508377,21.867844,bollypop
genrenew30\bollypop\bp53.mp3.3.wav,0.3503509,0.08477252,0.24825633,0.002183363,2016.848482,112576.6497,2431.427902,58980.31642,4566.447003,766122.9678,0.082496995,0.000763038,-5.88E-05,0.040006958,-0.000779586,0.007508365,143.5546875,-25.085157,505.10287,106.50338,218.21454,4.3257103,154.12006,20.993097,125.270676,4.88435,130.04552,6.8022575,21.327658,-4.833068,214.8705,11.512218,43.264324,2.0720513,25.199326,-1.7134113,144.68462,-8.655309,39.511337,-1.7844875,29.224188,-4.350012,39.555573,-3.0833857,33.342598,0.8843845,25.385273,5.501271,38.653458,-5.9494405,19.272034,2.6655064,36.095787,-1.0033897,29.16114,-5.082298,91.460144,bollypop
genrenew30\bollypop\bp53.mp3.4.wav,0.34198287,0.07807163,0.2583825,0.002184734,1964.729008,256576.0582,2424.883983,86623.62459,4333.060209,1338460.879,0.074646935,0.001512737,1.40E-05,0.041596428,-0.000435185,0.009380891,95.703125,-26.33827,845.6279,109.56017,488.68826,9.685886,75.76552,19.831509,135.50827,-2.224702,103.5774,4.741798,45.913803,2.5775208,27.887955,6.1044807,39.845478,-1.7808721,81.89093,0.9498682,35.031822,-3.3120477,59.64375,1.5595719,46.748024,-1.472926,26.775629,0.6146215,25.956873,-2.346598,43.417355,0.37996837,22.405357,-7.300631,29.115622,-2.3219795,39.791386,-3.2892177,35.161148,1.3474042,44.093636,bollypop
genrenew30\bollypop\bp53.mp3.5.wav,0.29058218,0.081742905,0.26798987,0.001867031,2103.922062,224336.4768,2364.599021,81627.56632,4534.478478,1176725.586,0.094655198,0.000803849,3.22E-05,0.05275068,-4.24E-06,0.006724976,143.5546875,-18.588644,377.9367,103.17899,340.58572,-0.5348665,145.49577,13.791374,126.60042,-10.668346,78.7904,8.470284,81.10034,-2.495426,38.617542,10.071958,63.92669,-9.066423,73.85643,5.069247,57.820446,3.3582697,63.423077,-7.6499424,63.874294,-3.1539428,44.760303,-4.7334538,38.662605,-6.985863,37.741703,-0.30228296,53.2029,-9.875783,58.758442,-6.1808686,42.74967,-9.7565,24.709787,1.7629347,37.321182,bollypop
genrenew30\bollypop\bp53.mp3.6.wav,0.34467757,0.08207816,0.25006616,0.001693001,2048.822272,157393.6403,2419.228667,76469.89297,4521.392916,1131071.959,0.084371244,0.001031291,1.41E-05,0.042942494,-5.14E-05,0.007778754,143.5546875,-25.323298,752.2439,105.51384,335.35992,1.7059957,190.12114,15.445799,232.67181,-0.9104511,173.73291,8.799253,48.94631,-1.5804514,134.19281,7.604873,46.040195,-2.5048828,92.16802,1.0067998,110.12183,-2.3185031,88.573006,-4.9581256,47.534004,-5.1782713,31.997032,-2.497415,59.293465,-2.3228364,21.89276,4.785012,54.219852,-6.7413583,52.267345,-3.8495345,34.120335,-7.545942,44.054127,-6.602298,105.06217,bollypop
genrenew30\bollypop\bp53.mp3.7.wav,0.33767748,0.08292874,0.27549577,0.002910963,2023.489658,280201.1822,2512.723378,68778.4116,4618.29233,1222782.283,0.076971905,0.001516298,5.83E-05,0.050676648,9.33E-05,0.008737392,143.5546875,-23.876526,644.08673,105.16388,460.09995,13.715898,110.16866,25.153704,146.75577,2.3606746,138.54858,4.193683,36.945877,0.20387667,49.208363,5.449836,28.742226,0.72017705,95.16448,-3.0316575,87.57909,-3.0758922,34.967197,-0.57533354,26.580753,-1.0996021,39.13343,-0.14049236,33.033962,-4.447955,38.44646,4.927212,26.931421,-4.7083573,16.096148,-0.16008876,26.502941,-1.9230434,41.378864,-4.478328,44.693146,bollypop
genrenew30\bollypop\bp53.mp3.8.wav,0.28439793,0.075886846,0.23276943,0.002807024,1769.820628,118976.5903,2310.724278,92348.11594,3884.258564,1178137.549,0.068426983,0.000280504,3.45E-07,0.04359609,4.05E-05,0.003649884,143.5546875,-45.5182,1101.0687,122.12609,312.1144,9.490126,46.207047,8.162746,57.57315,-10.909321,42.40121,2.1462815,36.631767,0.67956257,24.560085,5.1131616,27.798786,-9.701014,46.336708,-1.4845183,20.706568,-3.9298313,30.429377,4.9042096,25.179905,1.4992667,17.239677,-4.248947,20.762981,-11.991298,26.169617,-1.3631425,65.25725,-8.2805195,29.798313,-2.2795677,21.080648,-6.505548,29.01373,0.5290518,48.297596,bollypop
genrenew30\bollypop\bp53.mp3.9.wav,0.26467967,0.07758903,0.067728184,0.000621283,1641.921188,466939.6031,2210.854079,268703.89,3352.222806,3872852.27,0.062116887,0.0005107,-2.47E-05,0.004210498,-0.00016695,0.000255059,95.703125,-196.84192,1535.1469,132.66664,814.1663,16.542105,126.2174,3.8982816,78.33935,-4.3561683,38.84107,10.561614,40.28793,5.066903,36.65494,0.4733295,40.47709,-7.4784565,17.669851,1.6231432,24.417957,-1.8834987,21.643284,4.392459,18.834848,0.47068658,35.816242,-2.8630657,33.527397,-9.299061,23.685026,0.10977724,32.706738,-3.1468349,43.10589,0.16842936,16.41562,-7.3022885,46.12689,-10.670675,77.70595,bollypop
genrenew30\bollypop\bp54.mp3.0.wav,0.24994957,0.092365235,0.2565592,0.006776796,1742.989128,167663.1705,2441.927852,121406.1842,4124.270959,2295833.986,0.051874249,0.000202582,-3.11E-05,0.059107732,-1.22E-05,0.004471678,107.6660156,-91.115746,1740.513,115.08559,307.68405,20.906242,102.54038,23.125755,118.07255,13.879391,112.80472,1.3528401,60.854713,-17.97663,99.0265,-4.6462293,50.043324,-8.274335,47.04741,6.2146597,97.636154,-4.5265646,162.01082,0.16592407,40.50111,-8.28454,59.68599,6.293393,80.24899,-10.958249,29.881788,-1.7675081,26.271732,-8.372501,87.29096,2.4714637,41.942074,-13.697688,79.918884,-0.7048765,29.252169,bollypop
genrenew30\bollypop\bp54.mp3.1.wav,0.26520503,0.09324315,0.20594463,0.005297224,1276.395071,267561.2125,2036.041295,249615.9555,2577.193134,2771872.333,0.039471905,0.000207511,8.15E-05,0.039867204,5.92E-05,0.001902527,107.6660156,-147.45361,1932.5742,138.39893,697.35077,24.56754,160.08058,30.09062,166.83379,16.035404,103.921104,3.0333133,59.60949,-6.8870316,112.69785,-1.4030212,44.594154,-6.925627,36.27247,-3.161335,114.549355,-10.123258,36.79469,1.1252728,33.206062,-4.9657054,99.333565,2.4859986,70.03965,-8.84399,49.902863,0.8726861,57.320923,-4.8183565,47.27041,1.283979,46.884884,-13.283129,64.3244,4.777551,26.00071,bollypop
genrenew30\bollypop\bp54.mp3.2.wav,0.21744142,0.089806296,0.26510638,0.003614735,1569.937993,169217.9267,2179.542857,164066.0506,3333.671124,2198556.636,0.053602013,0.000303156,-9.42E-05,0.058147807,-0.000259857,0.005258822,107.6660156,-94.315865,1354.0801,123.63462,505.73257,10.022207,208.49513,25.105759,333.62363,8.030906,116.59812,-0.32895744,42.232197,-7.6905723,64.17752,-3.2813785,44.07627,-10.3595495,56.9473,6.669914,95.072716,-2.0255208,82.8425,-2.5040987,75.751686,-4.3522186,72.27883,-4.575433,60.532776,-5.0086303,53.925835,1.6019769,76.04469,-7.898481,46.176956,5.9010744,34.122364,-10.590954,78.79458,3.9630756,53.808487,bollypop
genrenew30\bollypop\bp54.mp3.3.wav,0.23425089,0.09019639,0.2672595,0.005891822,1369.94072,150049.9319,1978.154677,168441.4911,2626.056941,1955022.359,0.051051683,0.000133577,0.000112128,0.06717899,9.08E-05,0.004850514,112.3471467,-106.67608,1538.6338,136.9411,512.9057,9.969779,215.93625,21.90832,226.38815,1.6504475,237.33067,-0.49830955,77.4968,-8.003773,79.76664,-3.7831707,54.812515,-15.194155,50.194626,3.2988663,95.57387,-2.5226004,65.022675,-1.3421391,43.074337,-0.022811186,78.425514,2.9701004,80.900375,-9.66333,43.945194,2.9816084,54.36259,-10.87936,53.215412,4.870064,42.55478,-15.018597,48.86346,3.1742995,52.32691,bollypop
genrenew30\bollypop\bp54.mp3.4.wav,0.27320978,0.09811845,0.21381402,0.010788702,1478.35658,745780.8091,2074.44211,249872.0792,2882.964618,4316203.564,0.052043269,0.001989426,-3.94E-05,0.043785077,-7.20E-05,0.005680777,107.6660156,-143.04225,3075.0725,131.59544,1210.6338,22.160688,316.37738,23.869356,249.39853,3.8489192,193.97304,4.0604734,84.25957,-6.7471323,121.57414,-1.8450044,72.570114,-13.443067,115.62069,-2.1993134,157.22665,-10.065203,62.67532,-5.654799,89.30949,-6.357289,70.24392,1.194861,56.028687,-8.610379,34.815495,-0.85433394,34.723896,-10.397346,36.309944,3.957909,61.660065,-11.149329,38.5206,4.8569164,79.61044,bollypop
genrenew30\bollypop\bp54.mp3.5.wav,0.23545368,0.08186317,0.29252565,0.005585034,1720.894931,567670.6585,2297.84724,171726.663,3588.591121,3305122.092,0.060715895,0.001071591,-3.39E-05,0.06499515,0.000739041,0.010120529,112.3471467,-70.83236,1144.5464,116.470856,746.6321,15.165969,138.50546,21.607996,122.49554,10.809871,135.1368,4.172304,83.77622,-10.813785,120.95032,-6.4098854,159.96329,-10.269087,52.579647,2.946944,105.78706,-6.96471,78.42422,0.9991391,59.72795,-6.6113553,57.791874,-3.1648376,27.060955,-3.815253,62.40736,-0.17784946,44.63204,-9.9404745,34.304455,1.2586219,45.62322,-4.8843102,36.460495,-1.5873142,55.366848,bollypop
genrenew30\bollypop\bp54.mp3.6.wav,0.19821449,0.086385645,0.30775142,0.003947056,1824.842045,248904.3526,2257.046452,158235.4305,3907.696627,2413293.747,0.071995192,0.000468148,6.94E-05,0.07374564,0.000392469,0.012301111,112.3471467,-64.58995,1438.7933,109.77671,394.80396,2.8406358,277.08072,13.045,210.10428,-0.55977035,153.73615,5.67862,91.04335,-17.109558,116.987564,5.0578203,59.373325,-6.29608,47.34978,14.4404955,98.13459,2.5021918,66.399055,-1.6497707,63.746086,-4.408978,65.66481,-2.8482997,48.807804,-10.719697,66.6475,-7.0311384,101.55828,-6.9888363,72.88841,5.880937,86.64461,-2.3029037,94.609535,4.159852,255.97932,bollypop
genrenew30\bollypop\bp54.mp3.7.wav,0.20996912,0.08265529,0.26622483,0.007508198,1292.781693,133920.3565,1902.161755,121681.7937,2220.321702,1789490.475,0.049376502,0.000171713,2.85E-07,0.062494256,-7.16E-05,0.005549988,215.3320313,-117.06024,1184.7981,142.68054,300.0596,16.101746,126.2567,13.819777,117.62993,-10.624071,143.27003,3.4879074,61.56805,-1.748735,60.726887,0.9992401,29.568325,-15.013065,47.683197,3.508816,92.88278,-2.338995,85.81849,3.1175473,49.047535,-4.904373,42.68234,6.529016,137.83627,-6.3137374,52.451847,10.033987,45.431767,-6.837907,64.75344,14.185413,59.217133,-5.471361,65.93023,-3.88002,26.34456,bollypop
genrenew30\bollypop\bp54.mp3.8.wav,0.19136204,0.08240332,0.32922658,0.00257949,1545.424293,232845.1193,2168.687627,188495.9782,3186.085862,2679399.574,0.049699519,0.000181873,1.69E-05,0.08849214,-0.000304274,0.006657693,112.3471467,-71.736305,1021.8606,126.04872,491.87326,11.664861,175.21355,17.467066,220.24481,5.3646064,112.222084,1.2274197,86.61881,-15.517433,130.89883,0.38769326,79.10857,-7.781967,68.43259,4.6476665,83.71737,-5.0593576,103.7731,6.88605,52.762123,-3.932539,90.23929,3.3943305,32.674366,-5.1990724,41.9662,0.66974366,50.31438,-2.3923857,57.64445,3.6363668,48.1504,-10.97346,99.01844,-1.6453358,70.81235,bollypop
genrenew30\bollypop\bp54.mp3.9.wav,0.2820104,0.086902894,0.27405095,0.007842553,1648.045217,408982.2125,2270.934547,234932.282,3638.365948,3606936.607,0.052888371,0.00062195,-6.53E-05,0.05378703,0.000226275,0.010895634,112.3471467,-76.74627,2082.559,122.00171,699.0124,16.280573,175.40051,22.7772,135.83458,10.894005,57.398476,3.3608286,52.557724,-15.113165,70.373566,-1.4996419,74.004524,-7.250678,72.48126,3.9522312,93.530945,-5.193688,100.0275,0.16840069,87.24177,-9.73868,56.808273,1.0167664,78.46478,-6.195218,41.263695,2.8065388,25.87912,-1.8586067,84.09606,5.0370307,40.966106,-7.637405,42.098114,-5.547715,52.093735,bollypop
